Name,Age,Photo,Nationality,Overall,Growth,TeamID,PosistionID,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
Jorginho,26,https://cdn.sofifa.org/players/4/19/205498.png,13,84,3,6,5,75,57,56,89,71,82,75,76,87,85,75,69,80,83,73,71,58,79,66,62,79,78,72,87,84,79,63,78,70,14,7,13,14,8
F. Thauvin,25,https://cdn.sofifa.org/players/4/19/204970.png,11,84,3,29,6,83,81,75,83,74,85,86,72,76,86,87,80,86,83,71,83,76,83,66,82,56,42,83,80,74,82,46,29,31,8,11,14,10,9
Carvajal,26,https://cdn.sofifa.org/players/4/19/204963.png,4,84,3,7,9,83,41,70,81,34,76,72,47,71,83,79,84,81,82,79,64,76,84,74,36,81,83,61,57,45,77,83,83,85,13,13,15,9,15
M. Depay,24,https://cdn.sofifa.org/players/4/19/202556.png,22,84,5,19,1,79,79,65,80,74,85,85,88,74,85,87,87,82,79,79,87,74,79,80,81,76,28,83,82,75,79,29,31,20,8,14,6,12,10
H. Son,25,https://cdn.sofifa.org/players/4/19/200104.png,31,84,1,10,6,78,85,65,79,79,88,81,70,64,85,88,87,82,84,76,86,63,85,63,88,60,39,85,80,71,82,48,34,33,11,13,13,6,10
A. Lopes,27,https://cdn.sofifa.org/players/4/19/199482.png,2,84,2,19,11,19,18,16,32,13,15,15,14,31,21,63,64,67,84,62,20,82,36,73,18,43,25,9,48,16,65,13,15,13,86,80,75,81,88
S. de Vrij,26,https://cdn.sofifa.org/players/4/19/198176.png,22,84,2,15,10,49,25,80,71,27,63,45,16,71,71,67,69,61,80,59,65,76,66,80,60,78,87,32,59,41,82,88,87,83,8,10,7,14,13
M. Perin,25,https://cdn.sofifa.org/players/4/19/198009.png,13,84,5,2,11,11,11,12,33,19,19,15,13,31,23,57,56,70,79,30,23,75,30,52,17,25,19,12,44,21,65,20,12,19,81,85,71,79,90
J. Cuadrado,30,https://cdn.sofifa.org/players/4/19/193082.png,15,84,0,2,4,80,67,58,80,70,90,78,69,69,85,89,93,91,80,82,84,75,78,61,80,78,62,78,76,65,80,63,70,74,5,5,13,6,9
Iago Aspas,30,https://cdn.sofifa.org/players/4/19/192629.png,4,84,0,30,1,80,88,78,79,83,86,80,76,64,85,85,78,87,85,74,79,68,75,60,82,63,39,86,75,82,85,39,21,18,12,16,9,12,13
B. Leno,26,https://cdn.sofifa.org/players/4/19/192563.png,10,84,3,13,11,9,9,13,45,10,16,9,8,40,22,46,52,52,80,44,23,73,43,68,14,28,22,7,54,23,66,27,15,18,84,82,75,85,82
N. Matić,29,https://cdn.sofifa.org/players/4/19/191202.png,25,84,0,4,7,71,64,74,84,73,80,72,67,83,79,52,59,44,83,50,83,67,84,85,75,80,86,69,73,64,84,83,84,75,7,15,12,14,9
L. Hrádecký,28,https://cdn.sofifa.org/players/4/19/190941.png,32,84,0,31,11,11,11,11,15,9,10,11,15,20,20,38,44,43,83,39,14,69,34,55,14,31,18,9,53,20,48,10,10,13,85,79,68,82,88
Illarramendi,28,https://cdn.sofifa.org/players/4/19/190584.png,4,84,0,32,7,68,72,51,86,58,78,76,68,82,83,66,57,71,84,75,69,63,77,68,76,76,87,79,86,50,79,69,83,80,15,7,11,14,12
K. Walker,28,https://cdn.sofifa.org/players/4/19/188377.png,12,84,0,5,9,81,51,74,78,57,79,76,71,67,78,86,93,67,83,72,86,83,89,75,69,78,81,67,69,63,75,78,84,83,12,6,16,15,8
I. Gündoğan,27,https://cdn.sofifa.org/players/4/19/186942.png,10,84,0,5,5,74,73,50,88,75,85,81,74,83,86,67,68,78,85,78,77,61,69,72,73,70,77,79,86,76,87,73,68,64,11,14,5,5,13
José Callejón,31,https://cdn.sofifa.org/players/4/19/185020.png,4,84,0,12,6,82,78,65,80,84,82,73,65,51,85,88,89,85,82,80,78,73,91,55,80,54,40,88,78,62,79,64,32,32,8,5,14,11,11
A. Di María,30,https://cdn.sofifa.org/players/4/19/183898.png,1,84,0,3,6,83,72,51,82,77,86,84,82,79,85,85,84,92,80,77,83,72,73,60,77,73,38,82,82,73,82,35,59,56,10,7,11,12,11
M. Mandžukić,32,https://cdn.sofifa.org/players/4/19/181783.png,6,84,0,2,1,72,84,90,75,86,76,64,49,67,77,67,73,67,86,53,80,85,83,85,60,88,66,90,74,76,80,59,64,64,10,8,5,8,15
Willian,29,https://cdn.sofifa.org/players/4/19/180403.png,3,84,0,6,3,76,77,31,80,59,88,82,83,77,84,91,86,89,82,79,79,41,85,60,81,44,55,80,83,70,79,43,57,51,14,12,13,7,13
Sergio Asenjo,29,https://cdn.sofifa.org/players/4/19/178750.png,4,84,1,33,11,24,14,13,39,15,15,23,22,39,14,59,54,62,79,58,24,73,41,73,13,20,22,12,46,15,64,24,15,14,85,83,77,82,84
E. Banega,30,https://cdn.sofifa.org/players/4/19/178562.png,1,84,0,34,7,80,66,49,88,65,84,83,81,87,86,68,64,79,77,83,74,57,74,67,78,73,76,75,88,78,80,75,69,64,13,8,7,7,10
A. Witsel,29,https://cdn.sofifa.org/players/4/19/177413.png,5,84,0,17,5,69,71,80,89,77,78,69,68,79,84,67,74,78,84,60,78,76,86,82,74,82,80,75,79,81,89,80,79,85,5,7,7,10,7
D. Payet,31,https://cdn.sofifa.org/players/4/19/177388.png,11,84,0,29,4,87,78,59,84,77,86,90,84,80,90,75,72,79,75,80,80,48,73,72,82,57,37,79,87,74,82,32,36,39,11,15,9,14,12
Jonas,34,https://cdn.sofifa.org/players/4/19/176769.png,3,84,0,35,1,70,88,84,76,85,84,85,77,75,88,65,64,77,85,69,84,69,66,63,85,61,34,87,83,84,87,31,36,25,12,11,7,8,5
Sokratis,30,https://cdn.sofifa.org/players/4/19/172879.png,28,84,0,13,10,47,44,85,60,46,58,29,35,51,58,64,73,60,81,64,77,86,69,86,48,88,77,49,45,24,82,85,87,85,6,8,5,12,5
S. Ruffier,31,https://cdn.sofifa.org/players/4/19/167628.png,11,84,0,36,11,11,11,12,33,13,12,17,12,34,15,45,50,51,78,55,21,72,37,76,11,31,25,12,49,25,66,13,12,11,82,84,77,85,82
Falcao,32,https://cdn.sofifa.org/players/4/19/167397.png,15,84,0,37,1,55,86,89,79,84,75,83,73,58,82,69,66,76,85,75,79,91,68,75,80,75,41,88,70,81,87,39,42,19,10,13,6,9,5
K. Schmeichel,31,https://cdn.sofifa.org/players/4/19/163587.png,16,84,0,38,11,18,12,16,44,15,12,13,15,46,40,59,60,62,81,47,36,60,34,64,14,35,20,13,59,26,67,14,14,13,82,77,82,80,88
Raúl Albiol,32,https://cdn.sofifa.org/players/4/19/157481.png,4,84,0,12,10,38,27,77,74,31,59,53,45,72,71,54,53,53,82,56,65,77,55,82,53,81,86,30,57,37,75,89,87,85,8,6,5,9,8
A. Gómez,30,https://cdn.sofifa.org/players/4/19/143076.png,1,84,0,39,1,82,76,38,82,72,89,79,79,74,87,94,86,92,83,94,76,70,75,48,79,56,40,81,85,72,84,50,30,34,8,11,12,9,6
A. Barzagli,37,https://cdn.sofifa.org/players/4/19/137186.png,13,84,0,2,10,40,21,72,65,35,64,50,31,65,65,61,77,52,80,64,54,81,53,83,39,66,90,28,62,60,88,94,90,82,4,2,4,2,4
Quaresma,34,https://cdn.sofifa.org/players/4/19/20775.png,2,84,0,25,6,92,67,41,79,80,89,94,73,75,88,84,82,91,78,84,79,63,65,55,80,74,24,78,84,74,80,29,17,13,12,14,10,5,15
A. Robben,34,https://cdn.sofifa.org/players/4/19/9014.png,22,84,0,9,6,80,85,51,82,86,89,90,81,71,88,83,76,87,85,90,86,60,64,67,86,47,37,84,80,78,85,30,26,26,10,8,11,5,15
O. Dembélé,21,https://cdn.sofifa.org/players/4/19/231443.png,11,83,9,1,3,78,78,43,78,76,90,78,64,70,83,93,92,90,82,85,83,59,73,46,70,54,36,79,84,75,75,42,30,33,6,6,14,10,13
Gabriel Jesus,21,https://cdn.sofifa.org/players/4/19/230666.png,3,83,9,5,1,66,84,74,76,72,86,76,54,66,85,87,85,92,86,91,78,77,84,68,73,73,32,88,77,78,82,53,23,19,13,8,6,6,15
Ronaldo Cabrais,26,https://cdn.sofifa.org/players/4/19/230481.png,3,83,0,40,3,83,74,64,83,76,85,86,78,82,83,88,87,85,84,76,82,64,86,70,78,62,40,82,83,77,81,24,35,33,12,12,13,15,13
Josué Chiamulera,26,https://cdn.sofifa.org/players/4/19/230375.png,3,83,0,40,10,40,38,83,74,44,56,45,49,61,70,83,78,77,85,68,53,69,76,73,41,88,84,38,42,56,71,85,87,82,16,15,13,15,10
Louri Beretta,26,https://cdn.sofifa.org/players/4/19/230294.png,3,83,0,41,1,56,85,83,73,82,75,59,67,47,74,79,83,55,84,55,85,84,56,87,82,65,32,83,58,77,79,26,27,24,8,11,20,19,20
P. Kimpembe,22,https://cdn.sofifa.org/players/4/19/225850.png,11,83,6,3,10,62,31,79,79,33,58,50,32,75,78,75,78,74,79,65,55,77,80,84,39,85,83,39,60,50,80,80,83,83,7,8,14,15,9
N. Keïta,23,https://cdn.sofifa.org/players/4/19/220971.png,33,83,5,11,5,62,74,42,88,71,88,64,70,78,88,78,60,89,82,90,76,53,82,58,73,78,75,74,81,58,79,68,62,61,7,14,15,14,9
C. Tolisso,23,https://cdn.sofifa.org/players/4/19/219683.png,11,83,5,9,5,67,75,82,84,62,77,66,73,86,81,75,66,75,83,74,82,90,87,77,81,81,76,79,80,70,74,75,78,71,7,10,14,9,14
T. Lemar,22,https://cdn.sofifa.org/players/4/19/213565.png,11,83,6,8,6,83,75,54,84,78,85,85,81,75,86,86,84,87,80,86,79,71,79,63,76,63,66,77,85,68,80,55,59,63,11,15,13,7,14
K. Coman,22,https://cdn.sofifa.org/players/4/19/213345.png,11,83,4,9,6,81,76,52,77,77,88,84,70,63,83,95,93,87,81,84,77,75,76,61,73,36,23,79,75,70,75,29,17,15,5,3,5,3,5
J. Tah,22,https://cdn.sofifa.org/players/4/19/213331.png,10,83,5,31,10,35,20,80,74,24,55,30,27,69,64,64,77,48,82,44,44,72,63,93,25,76,80,27,61,38,75,80,88,84,11,8,7,9,14
Anderson Talisca,24,https://cdn.sofifa.org/players/4/19/212523.png,3,83,7,22,4,78,80,77,81,76,82,86,87,79,84,77,76,76,79,65,84,58,76,72,88,67,58,86,81,71,74,55,62,42,13,11,13,12,10
T. Werner,22,https://cdn.sofifa.org/players/4/19/212188.png,10,83,4,42,3,69,87,76,77,82,83,62,56,55,84,93,93,81,86,76,74,78,83,59,67,63,37,85,61,72,74,39,20,19,9,9,8,15,9
A. Rabiot,23,https://cdn.sofifa.org/players/4/19/210008.png,11,83,4,3,5,70,69,77,85,72,79,73,59,83,83,73,74,79,83,72,80,73,82,80,79,76,80,76,80,69,82,70,81,75,9,12,9,7,15
L. Goretzka,23,https://cdn.sofifa.org/players/4/19/209658.png,10,83,5,9,5,75,72,75,84,68,81,76,75,79,83,84,79,76,83,70,77,67,86,70,78,80,83,77,82,60,80,70,79,78,13,8,15,11,9
Q. Promes,26,https://cdn.sofifa.org/players/4/19/208808.png,22,83,1,34,6,79,86,60,78,69,84,75,76,73,82,90,91,87,82,79,82,82,83,61,83,60,33,79,81,74,78,36,30,32,10,13,6,7,13
H. Ziyech,25,https://cdn.sofifa.org/players/4/19/208670.png,24,83,3,43,4,84,68,53,86,77,83,90,78,89,83,76,74,85,82,78,80,38,86,59,75,71,62,75,88,73,83,52,66,36,11,7,11,8,14
Lucas Vázquez,27,https://cdn.sofifa.org/players/4/19/208618.png,4,83,0,7,3,86,73,52,83,54,82,82,75,75,83,84,79,79,85,84,82,68,90,57,80,65,44,81,83,56,75,42,50,44,9,16,9,9,7
Y. Carrasco,24,https://cdn.sofifa.org/players/4/19/208418.png,5,83,3,44,6,78,79,53,77,68,88,81,78,71,87,89,87,88,83,71,84,68,74,59,75,61,18,81,71,74,75,58,39,26,9,11,9,10,10
Gerard Moreno,26,https://cdn.sofifa.org/players/4/19/208093.png,4,83,2,33,1,61,83,80,78,79,78,71,56,56,81,77,80,70,82,69,81,72,72,74,77,55,40,83,58,73,72,43,41,41,15,12,7,12,10
Felipe,29,https://cdn.sofifa.org/players/4/19/207863.png,3,83,0,23,10,45,39,81,74,44,57,32,30,67,62,60,67,52,77,57,46,90,78,86,41,92,81,34,50,47,75,85,85,79,9,11,14,9,7
M. Kovačić,24,https://cdn.sofifa.org/players/4/19/207410.png,6,83,6,6,5,73,62,42,87,76,88,78,68,82,89,84,74,81,70,85,79,63,82,65,75,77,78,69,88,59,72,69,75,63,9,5,6,7,7
Kepa,23,https://cdn.sofifa.org/players/4/19/206585.png,4,83,8,6,11,25,11,17,32,18,10,25,19,36,16,34,33,41,79,39,25,71,37,51,14,18,21,15,55,24,63,19,18,16,84,80,76,80,84
Manu Trigueros,26,https://cdn.sofifa.org/players/4/19/206545.png,4,83,1,33,5,72,71,74,86,63,80,80,69,83,83,68,65,76,82,72,81,77,77,63,80,71,69,77,84,65,73,70,73,60,9,14,12,7,8
S. Gnabry,22,https://cdn.sofifa.org/players/4/19/206113.png,10,83,5,9,1,74,81,46,79,83,87,64,62,68,83,92,90,87,80,88,85,64,68,68,81,63,38,80,74,68,74,45,48,45,14,10,10,9,7
J. Pickford,24,https://cdn.sofifa.org/players/4/19/204935.png,12,83,5,45,11,17,19,15,55,20,14,18,16,55,40,53,44,55,83,55,31,72,45,70,13,30,24,18,68,41,69,16,20,12,83,78,88,81,86
S. Savić,27,https://cdn.sofifa.org/players/4/19/204639.png,34,83,3,8,10,35,34,85,72,27,47,34,28,69,68,55,61,61,82,49,43,87,58,77,31,83,84,29,41,37,75,86,83,84,14,13,14,13,12
J. Stones,24,https://cdn.sofifa.org/players/4/19/203574.png,12,83,4,5,10,62,29,83,81,27,69,47,29,74,80,67,71,61,82,59,46,75,79,77,38,79,81,48,67,44,80,85,85,82,7,15,11,10,8
Suso,24,https://cdn.sofifa.org/players/4/19/202651.png,4,83,3,14,3,84,70,50,86,72,88,87,80,75,89,83,77,86,78,84,78,50,77,56,87,23,20,76,84,72,76,50,23,18,15,15,9,8,9
J. Draxler,24,https://cdn.sofifa.org/players/4/19/202166.png,10,83,3,3,5,83,78,65,84,84,88,78,76,79,89,78,77,80,83,75,86,75,69,66,82,48,66,79,84,63,83,39,64,44,11,13,5,13,8
Felipe Anderson,25,https://cdn.sofifa.org/players/4/19/201995.png,3,83,2,46,6,79,71,44,80,68,90,71,69,74,88,93,89,89,74,88,83,38,72,53,84,67,69,73,79,53,82,47,60,54,12,10,9,5,7
Lucas Moura,25,https://cdn.sofifa.org/players/4/19/200949.png,3,83,1,10,6,75,78,50,77,70,88,69,74,74,81,94,90,94,76,90,79,77,75,59,76,72,50,80,74,74,80,31,43,51,9,10,14,7,14
Danilo Pereira,26,https://cdn.sofifa.org/players/4/19/200888.png,2,83,3,23,7,50,61,78,82,55,76,48,53,79,78,63,68,58,76,60,76,67,83,89,65,85,84,69,73,52,84,83,84,75,9,7,13,14,15
Nacho Fernández,28,https://cdn.sofifa.org/players/4/19/200724.png,4,83,2,7,10,70,32,82,80,38,55,55,37,61,78,70,79,60,79,68,54,81,78,79,28,78,81,37,53,45,73,75,86,85,12,7,10,15,7
T. Horn,25,https://cdn.sofifa.org/players/4/19/200316.png,10,83,4,47,11,19,13,14,35,14,20,12,15,32,22,45,51,50,80,31,22,64,31,67,17,41,22,15,55,21,20,14,13,12,83,80,83,82,86
Allan,27,https://cdn.sofifa.org/players/4/19/199914.png,3,83,0,12,5,70,72,59,85,56,82,65,49,77,80,81,74,82,86,80,70,70,95,77,66,87,86,79,79,53,79,85,85,83,13,13,5,5,8
F. Acerbi,30,https://cdn.sofifa.org/players/4/19/199845.png,13,83,0,16,10,25,37,80,73,39,65,62,56,77,72,65,55,33,81,35,75,68,81,83,60,73,85,20,65,72,85,87,87,85,11,9,9,13,11
Sergi Roberto,26,https://cdn.sofifa.org/players/4/19/199564.png,4,83,3,1,9,85,63,72,86,50,78,74,60,78,83,78,79,69,80,74,65,47,85,69,66,68,81,69,83,57,76,75,83,83,14,16,11,15,10
Rodrigo,27,https://cdn.sofifa.org/players/4/19/198329.png,4,83,1,21,1,72,78,80,78,77,82,83,67,58,82,88,91,84,80,77,83,78,78,72,76,60,31,83,74,77,77,44,41,40,7,13,10,11,5
Pizzi,28,https://cdn.sofifa.org/players/4/19/197965.png,2,83,0,35,5,79,76,45,83,77,80,83,76,84,82,82,73,77,81,77,75,67,86,59,78,68,70,84,85,76,85,66,66,52,15,14,9,9,15
K. Kampl,27,https://cdn.sofifa.org/players/4/19/195365.png,8,83,0,42,5,72,63,34,84,68,86,78,75,79,84,84,71,91,84,80,69,67,88,47,73,64,75,73,82,64,83,65,64,59,13,11,7,6,16
Neto,28,https://cdn.sofifa.org/players/4/19/194404.png,3,83,1,21,11,11,15,14,36,12,19,12,13,41,24,53,49,59,79,49,28,80,39,63,20,40,15,11,42,22,64,17,14,15,85,79,79,78,82
O. Baumann,28,https://cdn.sofifa.org/players/4/19/193698.png,10,83,1,48,11,14,11,16,30,11,19,12,11,25,17,47,51,45,81,43,21,73,39,69,13,32,21,10,41,22,52,15,18,14,82,82,70,82,85
I. Gueye,28,https://cdn.sofifa.org/players/4/19/193474.png,19,83,0,45,7,60,50,69,80,32,75,33,61,72,79,76,72,80,81,80,80,87,89,70,66,84,87,67,67,54,80,84,89,84,8,6,8,12,13
H. Mkhitaryan,29,https://cdn.sofifa.org/players/4/19/192883.png,35,83,0,13,6,77,74,53,80,81,84,83,64,71,86,84,78,87,79,85,85,69,83,62,73,69,64,82,84,72,76,41,53,55,5,11,14,5,7
Marcos Alonso,27,https://cdn.sofifa.org/players/4/19/192638.png,4,83,1,6,9,85,68,83,84,70,79,85,86,73,83,69,76,64,84,58,84,71,90,76,77,75,79,79,69,64,76,79,82,79,9,7,13,9,12
D. Subašić,33,https://cdn.sofifa.org/players/4/19/192593.png,6,83,0,37,11,11,10,13,24,13,11,24,57,26,19,51,54,42,78,37,24,75,32,80,14,31,20,15,52,23,65,14,14,13,82,80,79,82,84
K. Glik,30,https://cdn.sofifa.org/players/4/19/190547.png,9,83,0,37,10,29,27,85,63,17,51,35,26,59,59,50,52,34,78,51,57,81,67,90,20,86,83,24,23,39,79,82,85,82,10,14,5,8,10
K. Strootman,28,https://cdn.sofifa.org/players/4/19/189712.png,22,83,0,29,7,74,68,68,87,63,75,75,70,84,84,65,66,65,83,68,81,53,79,81,70,86,83,78,79,77,85,75,84,75,7,12,11,6,7
B. Dost,29,https://cdn.sofifa.org/players/4/19/189068.png,22,83,0,27,1,38,87,94,73,85,68,61,30,37,74,49,54,32,85,32,82,51,82,92,72,70,39,89,68,88,81,38,45,26,6,12,15,11,8
Oscar,26,https://cdn.sofifa.org/players/4/19/188152.png,3,83,1,49,5,74,76,54,86,63,78,77,75,82,84,75,72,86,81,80,80,64,76,38,77,43,45,79,83,68,75,66,52,47,12,10,15,12,12
M. Balotelli,27,https://cdn.sofifa.org/players/4/19/186627.png,13,83,0,50,1,68,85,67,78,78,81,78,78,66,85,76,82,71,68,50,89,74,66,86,79,70,30,79,74,92,81,10,22,20,2,2,2,4,2
Luiz Gustavo,30,https://cdn.sofifa.org/players/4/19/185221.png,3,83,0,29,10,63,48,72,79,54,68,42,60,77,73,65,64,65,83,62,80,76,85,81,73,88,83,53,69,58,79,82,84,86,10,6,11,12,13
Giuliano,28,https://cdn.sofifa.org/players/4/19/184942.png,3,83,0,51,4,77,79,59,82,65,84,67,71,79,84,85,79,85,81,85,78,61,82,74,76,71,42,81,80,79,82,49,43,38,16,11,13,9,8
David Luiz,31,https://cdn.sofifa.org/players/4/19/179944.png,3,83,0,6,10,68,55,81,77,63,66,70,76,77,79,59,62,69,75,56,79,78,66,79,73,85,85,54,69,75,77,79,83,82,11,12,10,7,14
R. Fährmann,29,https://cdn.sofifa.org/players/4/19/179783.png,10,83,1,24,11,14,11,15,25,11,15,18,11,26,24,38,47,39,83,36,24,72,32,79,9,36,23,11,42,21,61,10,12,10,83,81,52,82,87
Juan Mata,30,https://cdn.sofifa.org/players/4/19/178088.png,4,83,0,4,6,83,78,56,85,71,82,84,86,79,88,69,62,84,85,89,75,70,71,37,72,50,39,83,85,81,87,42,31,21,9,10,14,5,8
Adán,31,https://cdn.sofifa.org/players/4/19/178086.png,4,83,0,8,11,12,11,23,34,15,12,11,12,43,15,56,54,55,77,51,25,71,32,77,12,41,20,11,42,25,63,20,14,18,81,84,78,84,83
Rui Patrício,30,https://cdn.sofifa.org/players/4/19/178005.png,2,83,0,52,11,12,12,11,31,17,20,10,16,30,23,53,57,61,80,54,38,79,45,77,11,39,22,13,64,32,66,14,13,11,85,81,80,79,82
Y. Sommer,29,https://cdn.sofifa.org/players/4/19/177683.png,36,83,1,53,11,13,13,10,40,8,15,12,13,31,25,48,54,55,80,58,23,73,45,68,12,38,21,15,58,24,57,9,19,12,78,84,80,80,85
Javi Martínez,29,https://cdn.sofifa.org/players/4/19/177610.png,4,83,0,9,7,60,43,87,77,58,60,46,45,74,74,49,53,53,83,48,76,85,74,84,62,90,87,51,75,52,80,85,86,86,5,12,9,11,8
L. Bender,29,https://cdn.sofifa.org/players/4/19/177457.png,10,83,0,31,9,69,59,78,79,57,72,49,47,74,75,66,67,65,83,63,74,77,86,76,71,79,86,69,76,52,83,88,86,82,12,6,7,12,7
Lucas Leiva,31,https://cdn.sofifa.org/players/4/19/176266.png,3,83,0,16,7,63,62,72,82,59,77,74,47,81,78,67,67,78,82,80,77,82,80,67,66,80,87,66,81,61,86,82,82,78,10,8,8,5,6
S. Mandanda,33,https://cdn.sofifa.org/players/4/19/163705.png,11,83,0,29,11,14,13,13,37,13,15,13,12,28,17,53,43,52,80,36,24,74,31,61,11,37,23,11,55,11,64,13,15,13,86,81,70,79,84
Cesc Fàbregas,31,https://cdn.sofifa.org/players/4/19/162895.png,4,83,0,6,5,85,72,74,90,81,79,78,81,89,85,56,54,62,81,75,77,63,56,61,70,45,50,72,91,78,92,64,59,58,6,10,8,15,15
M. Dembélé,30,https://cdn.sofifa.org/players/4/19/162240.png,5,83,0,10,5,65,66,70,86,73,89,65,55,80,89,72,72,79,83,76,81,75,70,89,70,79,82,70,80,63,90,75,82,70,16,14,11,16,14
F. Ribéry,35,https://cdn.sofifa.org/players/4/19/156616.png,11,83,0,9,6,80,74,41,83,79,84,83,81,74,87,78,78,84,83,90,75,34,58,60,71,51,33,77,84,78,85,31,25,26,15,6,9,7,10
R. Jarstein,33,https://cdn.sofifa.org/players/4/19/104389.png,37,83,0,54,11,18,13,16,34,16,11,10,14,34,23,40,46,35,76,45,21,59,31,70,18,34,19,15,37,13,55,12,11,13,79,82,76,86,84
D. De Rossi,34,https://cdn.sofifa.org/players/4/19/53302.png,13,83,0,20,7,57,50,81,81,74,64,62,71,80,77,63,67,64,80,72,81,77,74,81,72,84,87,55,71,75,87,90,82,80,10,7,13,10,9
Pepe Reina,35,https://cdn.sofifa.org/players/4/19/24630.png,4,83,0,14,11,11,14,13,19,11,10,11,11,22,23,50,63,50,82,60,24,73,34,72,15,32,22,13,65,24,64,20,22,24,80,83,82,82,82
J. Pavlenka,26,https://cdn.sofifa.org/players/4/19/236583.png,38,82,3,55,11,11,16,14,28,19,12,10,14,17,19,35,37,39,78,27,21,36,20,68,17,22,13,14,25,18,39,12,10,14,85,78,68,78,85
M. de Ligt,18,https://cdn.sofifa.org/players/4/19/235243.png,22,82,9,43,10,57,53,81,75,40,65,48,55,72,73,62,72,56,77,59,79,80,74,87,64,79,79,44,63,40,77,84,84,79,12,11,11,12,10
Rodri,22,https://cdn.sofifa.org/players/4/19/231866.png,4,82,5,8,5,63,64,75,83,59,77,65,54,80,82,70,66,69,79,72,70,69,86,75,76,63,80,75,83,46,78,71,80,74,10,10,7,14,8
Arthur,21,https://cdn.sofifa.org/players/4/19/230658.png,3,82,8,1,5,70,72,58,85,63,82,68,60,80,83,68,70,79,81,86,76,83,78,62,74,73,75,77,82,69,84,65,76,70,6,13,13,11,12
G. Donnarumma,19,https://cdn.sofifa.org/players/4/19/230621.png,13,82,11,14,11,12,12,12,34,8,28,12,14,24,28,46,54,64,74,38,24,72,34,72,18,30,26,14,50,24,68,20,14,16,88,78,72,78,88
Rosberto Dourado,30,https://cdn.sofifa.org/players/4/19/230258.png,3,82,0,41,5,61,53,70,82,57,77,54,57,78,76,80,81,72,80,80,60,43,93,68,59,75,82,58,77,77,81,83,86,80,15,14,14,10,9
Juiano Mestres,34,https://cdn.sofifa.org/players/4/19/230225.png,3,82,0,56,10,40,56,83,67,63,60,72,58,58,64,68,74,61,78,63,74,91,76,79,61,86,82,58,50,62,70,77,85,84,18,12,14,11,18
Raphaelito Anjos,30,https://cdn.sofifa.org/players/4/19/230168.png,3,82,0,40,11,10,8,11,18,8,9,9,18,16,21,41,42,34,82,41,21,67,29,79,7,34,23,27,71,14,67,20,17,13,79,84,77,83,78
Gelson Martins,23,https://cdn.sofifa.org/players/4/19/227055.png,2,82,5,8,6,81,66,51,78,74,85,82,60,55,83,95,94,94,83,92,72,65,87,48,69,60,43,82,79,66,85,54,46,36,12,9,7,6,9
Gonçalo Guedes,21,https://cdn.sofifa.org/players/4/19/224411.png,2,82,4,21,6,76,75,60,77,71,86,76,70,68,81,89,90,85,80,78,81,65,81,62,77,67,50,77,77,69,80,24,34,30,9,12,11,9,9
L. Torreira,22,https://cdn.sofifa.org/players/4/19/223959.png,7,82,5,13,5,74,50,55,83,65,78,66,76,77,81,81,74,83,79,93,78,52,85,66,74,85,87,65,74,48,78,84,84,75,5,5,13,7,9
Malcom,21,https://cdn.sofifa.org/players/4/19/222737.png,3,82,7,1,3,79,75,57,82,71,85,77,81,73,85,87,82,92,80,84,85,58,74,64,85,53,26,79,83,68,78,21,28,17,8,14,15,7,9
Pau López,23,https://cdn.sofifa.org/players/4/19/221087.png,4,82,5,28,11,24,19,15,38,17,18,23,21,41,16,45,52,40,74,57,21,68,42,52,18,39,16,20,62,25,62,19,20,11,81,82,79,83,81
L. Hernández,22,https://cdn.sofifa.org/players/4/19/220814.png,11,82,6,8,9,78,42,83,80,38,65,53,28,63,79,80,84,70,80,67,62,83,82,76,47,86,81,57,61,34,76,76,83,86,10,7,8,14,10
C. Lenglet,23,https://cdn.sofifa.org/players/4/19/220440.png,11,82,6,1,10,36,23,78,78,24,60,25,27,69,76,72,73,62,79,60,58,79,73,80,35,80,82,47,60,43,74,85,82,81,10,10,9,12,7
A. Kramarić,27,https://cdn.sofifa.org/players/4/19/216354.png,6,82,1,48,5,75,86,69,79,84,87,79,74,53,86,78,72,82,81,82,82,69,76,68,80,73,21,84,66,88,79,35,20,26,8,14,14,7,15
A. Robertson,24,https://cdn.sofifa.org/players/4/19/216267.png,39,82,5,11,9,86,57,63,76,32,76,74,30,68,78,81,86,78,81,74,67,59,89,66,60,78,80,66,74,55,73,80,81,78,11,8,10,7,14
Dani García,28,https://cdn.sofifa.org/players/4/19/216194.png,4,82,1,57,5,55,51,46,86,52,66,61,57,81,81,53,35,67,72,72,74,65,88,75,58,88,82,60,76,58,71,72,81,77,6,14,14,6,11
F. Bernardeschi,24,https://cdn.sofifa.org/players/4/19/212404.png,13,82,5,2,6,82,70,50,82,74,86,82,80,72,87,83,83,85,80,79,82,49,80,63,82,52,66,78,80,72,83,65,46,42,14,15,10,13,12
